"","InfinityWar","AQuitePlace","IFeelPretty","Rampage"
"4082","RT @theneighbouurhd: me after watch infinity war, i need answers 

#InfinityWar https://t.co/m99NEcDus0","#AQuitePlace sucked harder then a girl sucking a tennis ball through a hose I'm mad I use my free passes on this #failure","RT @theneighbouurhd: me after watch infinity war, i need answers 

#InfinityWar https://t.co/m99NEcDus0","RT @RTE_GUIDE: #RampageMovie is in cinemas now! To celebrate, @SmythsToysIRE have given us some #RampageMovie toys to give away to 1 lucky‚Ä¶"
"4083","Enter this giveaway from Avengers: #InfinityWar now for a chance to win exclusive swag! https://t.co/KMRSYeOkKi","Just saw #AQuitePlace great script and acting, very fluid pacing. Felt great after the sheer boredom of #ReadyPlayerOne","Enter this giveaway from Avengers: #InfinityWar now for a chance to win exclusive swag! https://t.co/KMRSYeOkKi","RT @WBPicturesCan: Audiences have spoken. #RampageMovie is the #1 movie in Canada &amp; around the world. Don't miss the excitement - get your‚Ä¶"
"4084","RT @taran_adarsh: #OneWordReview...
#AvengersInfinityWar: BLOCKBUSTER.
A cinematic achievement... This one‚Äôs a money spinner... Ì†ΩÌ±çÌ†ΩÌ±çÌ†ΩÌ±çÌ†ΩÌ±çÌ†ΩÌ±ç
#Aven‚Ä¶","RT @jon_savino: Walking out of #AQuitePlace and someone coughs a little too loud https://t.co/J7B2QDHelY","RT @taran_adarsh: #OneWordReview...
#AvengersInfinityWar: BLOCKBUSTER.
A cinematic achievement... This one‚Äôs a money spinner... Ì†ΩÌ±çÌ†ΩÌ±çÌ†ΩÌ±çÌ†ΩÌ±çÌ†ΩÌ±ç
#Aven‚Ä¶","RT @cineworld: To celebrate @TheRock's action-packed new adventure, RT for YOUR chance to win 1 of 5 #RampageMovie goodie bags! Enter by 27‚Ä¶"
"4085","RT @NewTSage: ""HULK! WE NEED YOU!"" #InfinityWar https://t.co/xzR1WvG97u","Saw #AQuitePlace and it gives me this awkward motherly pride towards #johnkrasinski which is wierd because I‚Äôm blac‚Ä¶ https://t.co/rdg0HEdQEd","RT @NewTSage: ""HULK! WE NEED YOU!"" #InfinityWar https://t.co/xzR1WvG97u","#AQuietPlace is a quiet BLOCKBUSTER at
Trinoma Seat Map Analysis

#DOTGA
#DOTGANowShowing
#DaOneThatGhostAway‚Ä¶ https://t.co/oOURcUc0yo"
"4086","RT @ChrisEvans: It‚Äôs all been leading to this....@Avengers #InfinityWar #CaptainAmerica https://t.co/QNs0d8uVYQ","@vuecinemas #AQuitePlace the office after dark #myvue #fwfr","RT @ChrisEvans: It‚Äôs all been leading to this....@Avengers #InfinityWar #CaptainAmerica https://t.co/QNs0d8uVYQ","RT @cineworld: To celebrate @TheRock's action-packed new adventure, RT for YOUR chance to win 1 of 5 #RampageMovie goodie bags! Enter by 27‚Ä¶"
"4087","RT @beepingsheep: Me going into the theater vs me coming out of it
#infinitywar https://t.co/hNqlgIQxfA","#AQuitePlace is good, but they missed an opportunity to be a 90 min lead-in to the most epic fart joke in history","RT @beepingsheep: Me going into the theater vs me coming out of it
#infinitywar https://t.co/hNqlgIQxfA","Without ruining any part of the movie or giving out any spoilers I just want to say that @TheRock and everybody par‚Ä¶ https://t.co/SUVBAnd5vC"
"4088","RT @cgrant0123: I wanna see #InfinityWar so bad, but these tweets have me nervousÌ†ΩÌ∏≠","Used my @MoviePass to get a ticket for the movie #AQuitePlace hoping it‚Äôs a good movie","RT @cgrant0123: I wanna see #InfinityWar so bad, but these tweets have me nervousÌ†ΩÌ∏≠","RT @cineworld: To celebrate @TheRock's action-packed new adventure, RT for YOUR chance to win 1 of 5 #RampageMovie goodie bags! Enter by 27‚Ä¶"
"4089","RT @HectorNavarro_: #InfinityWar no context spoilers...#StarWars Style! https://t.co/uJEEwJ9OlJ","It is a real good f*cking thing I don‚Äôt have a heart condition because I think I would have died during‚Ä¶ https://t.co/Kc9dbdN0yQ","RT @HectorNavarro_: #InfinityWar no context spoilers...#StarWars Style! https://t.co/uJEEwJ9OlJ","RT @RTE_GUIDE: To celebrate Ireland‚Äôs no.1 film, #RampageMovie in cinemas now @SmythsToysIRE have given us 2 of their exclusive #RampageMov‚Ä¶"
"4090","RT @beepingsheep: Me going into the theater vs me coming out of it
#infinitywar https://t.co/hNqlgIQxfA","#AQuitePlace #emilyblunt must get an Oscar nomination for her performance in this movie she carried the whole movie‚Ä¶ https://t.co/cytxiHQ6ki","RT @beepingsheep: Me going into the theater vs me coming out of it
#infinitywar https://t.co/hNqlgIQxfA","RT @RTE_GUIDE: Celebrating Ireland‚Äôs no 1 film #RampageMovie in cinemas now, we have some movie toys to giveaway thanks to @SmythsToysIRE.‚Ä¶"
"4091","RT @mathewmichaux: #AvengersInfinintyWar EPIC
must go watch again &amp; to get remaining posters as love these ones I had @chrishemsworth @prat‚Ä¶","#AQuitePlace was Absolutely worth the time and money. It was so moving that I couldn‚Äôt stop crying &amp;ziba Just wishe‚Ä¶ https://t.co/aCZLFimNW0","RT @mathewmichaux: #AvengersInfinintyWar EPIC
must go watch again &amp; to get remaining posters as love these ones I had @chrishemsworth @prat‚Ä¶","RT @cineworld: To celebrate @TheRock's action-packed new adventure, RT for YOUR chance to win 1 of 5 #RampageMovie goodie bags! Enter by 27‚Ä¶"
"4092","RT @rubxyorke: #infinitywar 
‚ÄúMr. Stark I don‚Äôt feel so good‚Äù 
‚ÄúI don‚Äôt know what‚Äôs happening‚Äù
‚ÄúI don‚Äôt wanna go I don‚Äôt wanna go please pl‚Ä¶","I think #aquiteplace is my favorite horror film right now, what a magical movie @johnkrasinski ‚ù§Ô∏è congrats to you and your incredible wife Ì†ΩÌ±è","RT @rubxyorke: #infinitywar 
‚ÄúMr. Stark I don‚Äôt feel so good‚Äù 
‚ÄúI don‚Äôt know what‚Äôs happening‚Äù
‚ÄúI don‚Äôt wanna go I don‚Äôt wanna go please pl‚Ä¶","RT @RTE_GUIDE: #RampageMovie is in cinemas now! To celebrate, @SmythsToysIRE have given us some #RampageMovie toys to give away to 1 lucky‚Ä¶"
"4093","RT @kayipkahraman: me after THAT scene #InfinityWar https://t.co/E01vmGFGlP","I don't usually watch this type of films, but #AQuitePlace is like a classic thriller drama film. It's really good‚Ä¶ https://t.co/W48Ms2W1J9","RT @kayipkahraman: me after THAT scene #InfinityWar https://t.co/E01vmGFGlP","RT @cineworld: To celebrate @TheRock's action-packed new adventure, RT for YOUR chance to win 1 of 5 #RampageMovie goodie bags! Enter by 27‚Ä¶"
"4094","RT @beepingsheep: Me going into the theater vs me coming out of it
#infinitywar https://t.co/hNqlgIQxfA","*searches for #AQuitePlace*

#AQuietPlace https://t.co/My2dGhhmLZ","RT @beepingsheep: Me going into the theater vs me coming out of it
#infinitywar https://t.co/hNqlgIQxfA","RT @cineworld: To celebrate @TheRock's action-packed new adventure, RT for YOUR chance to win 1 of 5 #RampageMovie goodie bags! Enter by 27‚Ä¶"
"4095","Currently not speaking to my son as he won‚Äôt go to watch infinity war with me. #whatsthepointinhavingkids #marvel #infinitywar","RT @Benjionelung: .@ByteReview and I thought #AQuitePlace was... 'quiet' good! YES!
The rest of the podcast is pretty good, too. Talking ab‚Ä¶","Currently not speaking to my son as he won‚Äôt go to watch infinity war with me. #whatsthepointinhavingkids #marvel #infinitywar","RT @cineworld: To celebrate @TheRock's action-packed new adventure, RT for YOUR chance to win 1 of 5 #RampageMovie goodie bags! Enter by 27‚Ä¶"
"4096","RT @beepingsheep: Me going into the theater vs me coming out of it
#infinitywar https://t.co/hNqlgIQxfA",".@ByteReview and I thought #AQuitePlace was... 'quiet' good! YES!
The rest of the podcast is pretty good, too. Talk‚Ä¶ https://t.co/UleTv4ntHR","RT @beepingsheep: Me going into the theater vs me coming out of it
#infinitywar https://t.co/hNqlgIQxfA","RT @cineworld: To celebrate @TheRock's action-packed new adventure, RT for YOUR chance to win 1 of 5 #RampageMovie goodie bags! Enter by 27‚Ä¶"
"4097","RT @KayTheDisciple: Whenever Thanos got an infinity stone #InfinityWar https://t.co/sHRgvHjOyx","Quiet Place #quietplace #AQuitePlace NV TorNVessel https://t.co/aOjF0fgqZs","RT @KayTheDisciple: Whenever Thanos got an infinity stone #InfinityWar https://t.co/sHRgvHjOyx","RT @cineworld: To celebrate @TheRock's action-packed new adventure, RT for YOUR chance to win 1 of 5 #RampageMovie goodie bags! Enter by 27‚Ä¶"
"4098","RT @MarvelStudios: Happy #NationalSuperHeroDay from the cast of @Avengers: #InfinityWar https://t.co/6kZ64LiCXA","RT @cinemabravoph: The scariest monster in A QUIET PLACE!

#AQuitePlace #AQuietPlace https://t.co/GfFhS9pZu8","RT @MarvelStudios: Happy #NationalSuperHeroDay from the cast of @Avengers: #InfinityWar https://t.co/6kZ64LiCXA","RT @rampagethemovie: Get your #RampageMovie tickets today and see the #1 movie in the world! https://t.co/WaztDofWfF https://t.co/JCIYC0LvIS"
"4099","RT @Manali_fangirl: Loved it. Ì†ΩÌ∏äÌ†ΩÌ∏ÇÌ†ΩÌ∏Ç
Especially the ending. Ì†ΩÌ∏ÇÌ†ΩÌ∏Ç

#AvengerInfinityWar #marvel #InfinityWar #IronMan #thor #Loki #rdj #Chrishemsw‚Ä¶","RT @vithunkumar: The atmosphere in the theatre was phenomenal. It was dead silence. Everyone was so into the movie that they lived through‚Ä¶","RT @Manali_fangirl: Loved it. Ì†ΩÌ∏äÌ†ΩÌ∏ÇÌ†ΩÌ∏Ç
Especially the ending. Ì†ΩÌ∏ÇÌ†ΩÌ∏Ç

#AvengerInfinityWar #marvel #InfinityWar #IronMan #thor #Loki #rdj #Chrishemsw‚Ä¶","RT @cineworld: To celebrate @TheRock's action-packed new adventure, RT for YOUR chance to win 1 of 5 #RampageMovie goodie bags! Enter by 27‚Ä¶"
"4100","RT @theneighbouurhd: me after watch infinity war, i need answers 

#InfinityWar https://t.co/m99NEcDus0","In the cinema to see #AQuitePlace and the theatre is empty. Don‚Äôt know if I can watch it if no one else comes in Ì†ΩÌ∏¨Ì†ΩÌ∏ü #scary","RT @theneighbouurhd: me after watch infinity war, i need answers 

#InfinityWar https://t.co/m99NEcDus0","RT @cineworld: To celebrate @TheRock's action-packed new adventure, RT for YOUR chance to win 1 of 5 #RampageMovie goodie bags! Enter by 27‚Ä¶"
"4101","RT @MarvelStudios: Happy #NationalSuperHeroDay from the cast of @Avengers: #InfinityWar https://t.co/6kZ64LiCXA","EMILY Ì†ΩÌ±è F*CKING Ì†ΩÌ±è BLUNT!! Ì†ΩÌ±è 
SOOOOO. GOOOOOOOD. HOLY SHTTTTTT. Ì†ΩÌ∏≠‚ù§Ô∏èÌ†ΩÌπåÌ†ºÌæâÌ†ºÌæâÌ†ºÌæâÌ†ºÌæâÌ†ºÌæâ
#AQuitePlace https://t.co/mOgDaMr88Q","RT @MarvelStudios: Happy #NationalSuperHeroDay from the cast of @Avengers: #InfinityWar https://t.co/6kZ64LiCXA","RT @cineworld: To celebrate @TheRock's action-packed new adventure, RT for YOUR chance to win 1 of 5 #RampageMovie goodie bags! Enter by 27‚Ä¶"
"4102","RT @MarvelStudios: Happy #NationalSuperHeroDay from the cast of @Avengers: #InfinityWar https://t.co/6kZ64LiCXA","RT @cinemabravoph: The scariest monster in A QUIET PLACE!

#AQuitePlace #AQuietPlace https://t.co/GfFhS9pZu8","RT @MarvelStudios: Happy #NationalSuperHeroDay from the cast of @Avengers: #InfinityWar https://t.co/6kZ64LiCXA","RT @cineworld: To celebrate @TheRock's action-packed new adventure, RT for YOUR chance to win 1 of 5 #RampageMovie goodie bags! Enter by 27‚Ä¶"
"4103","RT @CervantesTwelve: ‚Äú...I don‚Äôt feel so good.‚Äù #InfinityWar https://t.co/7wLj42Q7i3","RT @cinemabravoph: The scariest monster in A QUIET PLACE!

#AQuitePlace #AQuietPlace https://t.co/GfFhS9pZu8","RT @CervantesTwelve: ‚Äú...I don‚Äôt feel so good.‚Äù #InfinityWar https://t.co/7wLj42Q7i3","RT @RTE_GUIDE: #RampageMovie is in cinemas now! To celebrate, @SmythsToysIRE have given us some #RampageMovie toys to give away to 1 lucky‚Ä¶"
"4104","RT @Phil_Lewis_: I just got out of #InfinityWar 

These pictures sum up how I‚Äôm feeling https://t.co/MlKezPOohr","Going on a movie date with myself. ‚ù§Ô∏è#AQuitePlace https://t.co/kPmBbRLsEZ","RT @Phil_Lewis_: I just got out of #InfinityWar 

These pictures sum up how I‚Äôm feeling https://t.co/MlKezPOohr","RT @downandnerdy757: Download our nerd #podcast to hear Jason Liles &amp; David An talk about  the #RampageMovie 
Download:
https://t.co/QQx6HY‚Ä¶"
"4105","RT @beepingsheep: Me going into the theater vs me coming out of it
#infinitywar https://t.co/hNqlgIQxfA","RT @Liamfoxactor: Went to see #AQuitePlace @ClaphamPH last night, wow!!! Simply stunning, wonderfully engaging!","RT @beepingsheep: Me going into the theater vs me coming out of it
#infinitywar https://t.co/hNqlgIQxfA","RT @sweetstephen55: This lady accidentally caught up in my selfie with @rampagethemovie arcade game!!! Ì†ΩÌ∏ÇÌ†ΩÌ∏ÇÌ†ΩÌ∏ÇÌ†ΩÌ∏Ç I was gonna tweet this to you‚Ä¶"
"4106","RT @drinkbai: I‚Äôm a literal bottle of Bai, but I‚Äôm still excited about Avengers: #InfinityWar. I‚Äôm only human.","RT @jon_savino: Walking out of #AQuitePlace and someone coughs a little too loud https://t.co/J7B2QDHelY","RT @drinkbai: I‚Äôm a literal bottle of Bai, but I‚Äôm still excited about Avengers: #InfinityWar. I‚Äôm only human.","#RampageMovie...NOW SHOWING @OZONECINEMAYABA #SoMuchFun...Ì†ºÌøÉÌ†ºÌøÉÌ†ºÌøÉÌ†ºÌøÉÌ†ºÌøÉÌ†ºÌøÉÌ†ºÌøÉ...#Movies #Movie #Fun #Cinemas #Cinema‚Ä¶ https://t.co/Z9lw2WNuDt"
"4107","RT @evilzenmuppet: Overheard on the way out of #InfinityWar:
Son: *freaking out and babbling*
Dad: OK now you can't say another word until‚Ä¶","RT @MakaylaLove143: #AQuitePlace don‚Äôt bother buying popcorn, unless you want everyone in the theater listening to you chew Ì†ΩÌ∏Ü","RT @evilzenmuppet: Overheard on the way out of #InfinityWar:
Son: *freaking out and babbling*
Dad: OK now you can't say another word until‚Ä¶","RT @cineworld: To celebrate @TheRock's action-packed new adventure, RT for YOUR chance to win 1 of 5 #RampageMovie goodie bags! Enter by 27‚Ä¶"
"4108","RT @MarvelStudios: Happy #NationalSuperHeroDay from the cast of @Avengers: #InfinityWar https://t.co/6kZ64LiCXA","‚ÄúA Quite Place‚Äù will not only give you an insane amount of anxiety but also make you love @johnkrasinski even more‚Ä¶ https://t.co/eW5bKP44ej","RT @MarvelStudios: Happy #NationalSuperHeroDay from the cast of @Avengers: #InfinityWar https://t.co/6kZ64LiCXA","RT @GamerThumbTV: Not gonna lie, it barely resembled the game but #RampageMovie was freaking awesome. Cheesy one-liners, giant monster figh‚Ä¶"
"4109","RT @nacionmarvel: Literal. Ì†ΩÌπÇ #InfinityWar #ThanosDemandsYourSilence https://t.co/pCJBFkbaYU","So it‚Äôs time for my bedtime but im outcha watching  #aquiteplace @ Amc Theaters https://t.co/MEhLJa5Zv2","RT @nacionmarvel: Literal. Ì†ΩÌπÇ #InfinityWar #ThanosDemandsYourSilence https://t.co/pCJBFkbaYU","RT @RTE_GUIDE: #RampageMovie is in cinemas now! To celebrate, @SmythsToysIRE have given us some #RampageMovie toys to give away to 1 lucky‚Ä¶"
"4110","Score #infinitywar #lego https://t.co/z1W5TIanXV","#aquiteplace is a fantastic film!","Score #infinitywar #lego https://t.co/z1W5TIanXV","RT @RTE_GUIDE: #RampageMovie is in cinemas now! To celebrate, @SmythsToysIRE have given us some #RampageMovie toys to give away to 1 lucky‚Ä¶"
"4111","RT @SJWestLDN: #Infinitywar 

‚ÄúIt‚Äôs not him he‚Äôs crying for‚Äù

Gamora: https://t.co/IV9alSiR7p","RT @cinemabravoph: The scariest monster in A QUIET PLACE!

#AQuitePlace #AQuietPlace https://t.co/GfFhS9pZu8","RT @SJWestLDN: #Infinitywar 

‚ÄúIt‚Äôs not him he‚Äôs crying for‚Äù

Gamora: https://t.co/IV9alSiR7p","RT @cineworld: To celebrate @TheRock's action-packed new adventure, RT for YOUR chance to win 1 of 5 #RampageMovie goodie bags! Enter by 27‚Ä¶"
"4112","RT @theblackpanther: See Marvel Studios' @Avengers: #InfinityWar in theaters NOW. Get tickets: https://t.co/4vH4cu1s8m https://t.co/EBjIFgp‚Ä¶","are we getting a part 2? #AQuietPlace #AQuitePlace","RT @theblackpanther: See Marvel Studios' @Avengers: #InfinityWar in theaters NOW. Get tickets: https://t.co/4vH4cu1s8m https://t.co/EBjIFgp‚Ä¶","RT @cineworld: To celebrate @TheRock's action-packed new adventure, RT for YOUR chance to win 1 of 5 #RampageMovie goodie bags! Enter by 27‚Ä¶"
"4113","RT @kimrrenfro: Tom Holland's Spider-Man is superb and fun and makes #InfinityWar work better for me than it otherwise would have. https://‚Ä¶","Child: Mom, why am I named Inopportune? 
@emilyblunt : Ummmmmmm...
#AQuitePlace","RT @kimrrenfro: Tom Holland's Spider-Man is superb and fun and makes #InfinityWar work better for me than it otherwise would have. https://‚Ä¶","RT @cineworld: To celebrate @TheRock's action-packed new adventure, RT for YOUR chance to win 1 of 5 #RampageMovie goodie bags! Enter by 27‚Ä¶"
"4114","RT @DevinDishner: Walking into #InfinityWar vs. walking out. https://t.co/lRqQbvsX3w","H o l y s h i t. #AQuitePlace was so good. Non-stop intensity. Jumps that ACTUALLY got me for the first time in yea‚Ä¶ https://t.co/6KF1mOR1bT","RT @DevinDishner: Walking into #InfinityWar vs. walking out. https://t.co/lRqQbvsX3w","RT @cineworld: To celebrate @TheRock's action-packed new adventure, RT for YOUR chance to win 1 of 5 #RampageMovie goodie bags! Enter by 27‚Ä¶"
"4115","RT @iluvchkntendies: Me after watching #InfinityWar https://t.co/brkiCqZLYw","Wow. I hated #AQuitePlace","RT @iluvchkntendies: Me after watching #InfinityWar https://t.co/brkiCqZLYw","RT @cineworld: To celebrate @TheRock's action-packed new adventure, RT for YOUR chance to win 1 of 5 #RampageMovie goodie bags! Enter by 27‚Ä¶"
"4116","RT @MeGaMoBux: #InfinityWar

Banner: Thanos is here. Time for Hulk.

Hulk: https://t.co/HzihXhu1qI","#AQuitePlace - SHUT UP AND GO SEE IT NOW!","RT @MeGaMoBux: #InfinityWar

Banner: Thanos is here. Time for Hulk.

Hulk: https://t.co/HzihXhu1qI","RT @cineworld: To celebrate @TheRock's action-packed new adventure, RT for YOUR chance to win 1 of 5 #RampageMovie goodie bags! Enter by 27‚Ä¶"
"4117","RT @beepingsheep: Me going into the theater vs me coming out of it
#infinitywar https://t.co/hNqlgIQxfA","I‚Äôve been watching a bunch of A Quiet Place movie reviews and theory videos on YouTube and everybody keeps referrin‚Ä¶ https://t.co/XllDwjY1XY","RT @beepingsheep: Me going into the theater vs me coming out of it
#infinitywar https://t.co/hNqlgIQxfA","RT @FlicksCity: Yes, I did just compare @TheRock to Frank Sinatra in my video about #Rampage! Ì†æÌ∂çÌ†ΩÌ∞∫Ì†ΩÌ∞äÌ†ΩÌ≤™

Check out everything you want to know a‚Ä¶"
"4118","RT @TomHolland1996: Oh we‚Äôre using our made up names #InfinityWar","Not one for horror movies but #AQuitePlace was insane!! Ì†ΩÌ∏≤","RT @TomHolland1996: Oh we‚Äôre using our made up names #InfinityWar","RT @cineworld: To celebrate @TheRock's action-packed new adventure, RT for YOUR chance to win 1 of 5 #RampageMovie goodie bags! Enter by 27‚Ä¶"
"4119","RT @quidd: RT, follow @Quidd, and comment your username below for a chance at one of five #InfinityWar Mad Titan sets! https://t.co/ulu6amb‚Ä¶","RT @maximo59: A lot of people saying @johnkrasinski  deserves an Oscar for #AQuitePlace but they‚Äôre forgetting he already has one. https://‚Ä¶","RT @quidd: RT, follow @Quidd, and comment your username below for a chance at one of five #InfinityWar Mad Titan sets! https://t.co/ulu6amb‚Ä¶","@cineworld To celebrate @TheRock's action-packed new adventure, RT for YOUR chance to win 1 of 5 #RampageMovie good‚Ä¶ https://t.co/oIoi3dPYsy"
"4120","RT @MarvelStudios: Happy #NationalSuperHeroDay from the cast of @Avengers: #InfinityWar https://t.co/6kZ64LiCXA","Just watched @quietplacemovie and what a masterpiece! Go to see it people!  @johnkrasinski is phenomenal‚Ä¶ https://t.co/MAgEGg7Kij","RT @MarvelStudios: Happy #NationalSuperHeroDay from the cast of @Avengers: #InfinityWar https://t.co/6kZ64LiCXA","RT @FlicksCity: Yes, I did just compare @TheRock to Frank Sinatra in my video about #Rampage! Ì†æÌ∂çÌ†ΩÌ∞∫Ì†ΩÌ∞äÌ†ΩÌ≤™

Check out everything you want to know a‚Ä¶"
"4121","The theater I was in went crazy for Thor. Every time he did something heroic everybody clapped &amp; cheered.‚Ä¶ https://t.co/ykEPsZOrV3","Went to see #AQuitePlace @ClaphamPH last night, wow!!! Simply stunning, wonderfully engaging!","The theater I was in went crazy for Thor. Every time he did something heroic everybody clapped &amp; cheered.‚Ä¶ https://t.co/ykEPsZOrV3","Click to #Win a #RampageMovie Merchandise Pack with @BlazingMinds https://t.co/P7X46ZO9RY"
"4122","DC would never. #InfinityWar","@johnkrasinski In ""A Quiet Place"" what happens if someone sneezes? I didn't have this thought until just now, but w‚Ä¶ https://t.co/awWG3jHcFO","DC would never. #InfinityWar","RT @cineworld: To celebrate @TheRock's action-packed new adventure, RT for YOUR chance to win 1 of 5 #RampageMovie goodie bags! Enter by 27‚Ä¶"
"4123","RT @beepingsheep: Me going into the theater vs me coming out of it
#infinitywar https://t.co/hNqlgIQxfA","@johnkrasinski I need to know that you‚Äôve seen this! #TheOffice #AQuitePlace https://t.co/xf6ya25Nmu","RT @beepingsheep: Me going into the theater vs me coming out of it
#infinitywar https://t.co/hNqlgIQxfA","RT @RTE_GUIDE: #RampageMovie is in cinemas now! To celebrate, @SmythsToysIRE have given us some #RampageMovie toys to give away to 1 lucky‚Ä¶"
"4124","RT @josephGescueta: #InfinityWar spoiler without context
(For dr strange fans) https://t.co/NauAzOKncC","My Dad did pretty good in #AQuitePlace but he could barely watch the trailer for #Hereditary you guys lmao @A24","RT @josephGescueta: #InfinityWar spoiler without context
(For dr strange fans) https://t.co/NauAzOKncC","RT @MTVUK: Watch @TheRock &amp; the cast of #RampageMovie reveal their funniest on-set moments &amp; bloopers Ì†ΩÌ∏Ç &gt;&gt;&gt;  https://t.co/xfWnurGNUI https:‚Ä¶"
"4125","RT @PRIDEofPACK: Avengers #InfinityWar but without any context... https://t.co/vgnv5NQUtj","RT @jon_savino: Walking out of #AQuitePlace and someone coughs a little too loud https://t.co/J7B2QDHelY","RT @PRIDEofPACK: Avengers #InfinityWar but without any context... https://t.co/vgnv5NQUtj","RT @cineworld: To celebrate @TheRock's action-packed new adventure, RT for YOUR chance to win 1 of 5 #RampageMovie goodie bags! Enter by 27‚Ä¶"
"4126","RT @MarvelStudios: Happy #NationalSuperHeroDay from the cast of @Avengers: #InfinityWar https://t.co/6kZ64LiCXA","Finally got around to watching #AQuietPlace full of tension, but I wasn't as blown away as I thought I would be. Ov‚Ä¶ https://t.co/RfJTEpsJqH","RT @MarvelStudios: Happy #NationalSuperHeroDay from the cast of @Avengers: #InfinityWar https://t.co/6kZ64LiCXA","RT @cineworld: To celebrate @TheRock's action-packed new adventure, RT for YOUR chance to win 1 of 5 #RampageMovie goodie bags! Enter by 27‚Ä¶"
"4127","RT @MarvelStudios: Happy #NationalSuperHeroDay from the cast of @Avengers: #InfinityWar https://t.co/6kZ64LiCXA","I've just seen #AQuitePlace and shout out to the two women who left just as the film started (wrong screen I guess)‚Ä¶ https://t.co/1Y0IUjePov","RT @MarvelStudios: Happy #NationalSuperHeroDay from the cast of @Avengers: #InfinityWar https://t.co/6kZ64LiCXA","RT @cineworld: To celebrate @TheRock's action-packed new adventure, RT for YOUR chance to win 1 of 5 #RampageMovie goodie bags! Enter by 27‚Ä¶"
"4128","So I just came out of #InfinityWar and... WHAT THE FUCK?!","I‚Äôm going to see #AQuitePlace tonight. Finally. Ì†ΩÌπåÌ†ºÌøº","So I just came out of #InfinityWar and... WHAT THE FUCK?!","RT @cineworld: To celebrate @TheRock's action-packed new adventure, RT for YOUR chance to win 1 of 5 #RampageMovie goodie bags! Enter by 27‚Ä¶"
"4129","RT @spiderelyn: 4 stages of watching #InfinityWar https://t.co/hZUnNLaDpF","Tfw you go out of the cinema after watching #AQuitePlace and you‚Äòre suddenly aware of all the sounds around you.. e‚Ä¶ https://t.co/qSgG3f5wgC","RT @spiderelyn: 4 stages of watching #InfinityWar https://t.co/hZUnNLaDpF","RT @cineworld: To celebrate @TheRock's action-packed new adventure, RT for YOUR chance to win 1 of 5 #RampageMovie goodie bags! Enter by 27‚Ä¶"
"4130","RT @NewTSage: ""HULK! WE NEED YOU!"" #InfinityWar https://t.co/xzR1WvG97u","That scream that he made just to save his children.Ì†ΩÌ∏≠Ì†ΩÌ∏≠ #AQuitePlace","RT @NewTSage: ""HULK! WE NEED YOU!"" #InfinityWar https://t.co/xzR1WvG97u","RT @cineworld: To celebrate @TheRock's action-packed new adventure, RT for YOUR chance to win 1 of 5 #RampageMovie goodie bags! Enter by 27‚Ä¶"
"4131","RT @beepingsheep: Me going into the theater vs me coming out of it
#infinitywar https://t.co/hNqlgIQxfA","The movie #AQuitePlace made us scream to our lungs.","RT @beepingsheep: Me going into the theater vs me coming out of it
#infinitywar https://t.co/hNqlgIQxfA","Click to #Win a #RampageMovie Merchandise Pack with @BlazingMinds https://t.co/1bmWK76Gbi"
"4132","RT @MarvelStudios: Happy #NationalSuperHeroDay from the cast of @Avengers: #InfinityWar https://t.co/6kZ64LiCXA","Literally turns the room into #AQuitePlace Ì†æÌ¥êÌ†æÌ¥ê","RT @MarvelStudios: Happy #NationalSuperHeroDay from the cast of @Avengers: #InfinityWar https://t.co/6kZ64LiCXA","RT @RTE_GUIDE: Celebrating Ireland‚Äôs no 1 film #RampageMovie in cinemas now, we have some movie toys to giveaway thanks to @SmythsToysIRE.‚Ä¶"
"4133","RT @G__Nara: Everyone after the credits started rolling at the end of the film #InfinityWar https://t.co/N4mQLQ0qbU","RT @cinemabravoph: The scariest monster in A QUIET PLACE!

#AQuitePlace #AQuietPlace https://t.co/GfFhS9pZu8","RT @G__Nara: Everyone after the credits started rolling at the end of the film #InfinityWar https://t.co/N4mQLQ0qbU","RT @cineworld: To celebrate @TheRock's action-packed new adventure, RT for YOUR chance to win 1 of 5 #RampageMovie goodie bags! Enter by 27‚Ä¶"
"4134","RT @UzayMenekay: 4 stages of watching #infinitywar https://t.co/P0PHLKcbOZ","Watching now!! A Quite Place!!
#AQuitePlace Ì†ΩÌ∏çÌ†ΩÌ∏çÌ†ΩÌ∏ç","RT @UzayMenekay: 4 stages of watching #infinitywar https://t.co/P0PHLKcbOZ","RT @cineworld: To celebrate @TheRock's action-packed new adventure, RT for YOUR chance to win 1 of 5 #RampageMovie goodie bags! Enter by 27‚Ä¶"
"4135","RT @WeirdNPissdOff: MCU stans are awfully insecure about their brand, despite the fact it makes billions. Y'all are really weird. Worried a‚Ä¶","RT @DUKEYP00KEY: #AQuitePlace actually made me cry not only is it a horror movie, but it awoken some kind of parental instinct in me AND I‚Ä¶","RT @WeirdNPissdOff: MCU stans are awfully insecure about their brand, despite the fact it makes billions. Y'all are really weird. Worried a‚Ä¶","The truth of the matter is #RampageMovie is more fun than it's been given credit for. Here's why:‚Ä¶ https://t.co/pjUwgOuprd"
